127.0.0.1 - - [13/Sep/2021:10:01:12 -0500] "GET / HTTP/1.1" 404 687
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:34:32 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 790
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:34:35 -0500] "GET /primerJSP/agregarUsuario.html HTTP/1.1" 200 723
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:50:08 -0500] "GET /primerJSP/agregarUsuario.html HTTP/1.1" 200 708
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:50:35 -0500] "POST /primerJSP/agregarUsuario.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:50:36 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:50:54 -0500] "GET /primerJSP/eliminar.jsp?cedula=1212121212 HTTP/1.1" 404 677
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:51:37 -0500] "POST /primerJSP/agregarUsuario.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:51:37 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1301
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:53:18 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 554
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:53:21 -0500] "GET /primerJSP/agregarUsuario.html HTTP/1.1" 200 708
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:53:39 -0500] "POST /primerJSP/agregarUsuario.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:53:39 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:53:43 -0500] "GET /primerJSP/agregarUsuario.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:54:11 -0500] "POST /primerJSP/agregarUsuario.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2021:18:54:11 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:13:22 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:13:25 -0500] "GET /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 500 3781
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:20:36 -0500] "GET /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 500 3767
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:21:36 -0500] "GET /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:22:41 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:22:43 -0500] "GET /primerJSP/editar.jsp?cedula=123123123 HTTP/1.1" 200 975
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:22:45 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:40:31 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:40:33 -0500] "GET /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 500 2626
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:42:10 -0500] "GET /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 500 2476
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:42:32 -0500] "GET /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 200 990
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:42:38 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:42:42 -0500] "GET /primerJSP/editar.jsp?cedula=123123123 HTTP/1.1" 200 977
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:43:09 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:43:10 -0500] "GET /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 200 990
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:43:20 -0500] "POST /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 200 990
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:43:23 -0500] "POST /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 200 990
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:43:25 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:46:01 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:46:04 -0500] "GET /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 200 990
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:46:14 -0500] "POST /primerJSP/editar.jsp?cedula=11111111 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:46:14 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:49:11 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:49:14 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:49:37 -0500] "GET /primerJSP/eliminar.jsp?cedula=123123123 HTTP/1.1" 500 4446
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:53:19 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:53:23 -0500] "GET /primerJSP/eliminar.jsp?cedula=11111111 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2021:19:53:23 -0500] "GET /primerJSP/usuarios.jsp HTTP/1.1" 200 807
